error,correct form,wrong-word error
w,vehicals,True
wagon,carriage,True
waist,waste,True
wait,await,True
wait,waited,True
wait,waiting,True
wake,woke,True
wake,work,True
wake-up,woke up,True
walk,walked,True
walk,walks,True
walked,walk,True
walks,walk,True
walks,walked,True
wall-clock,clock on the wall,True
wally,valley,True
wand,want,True
wander,wonder,True
wandered,wondered,True
want,wanted,True
want,wants,True
want,went,True
want,what,True
want,won't,True
wanted,want,True
wanted,wondered,True
wants,want,True
wants,wanted,True
war,wear,True
ward,war,True
wards,words,True
ware,wore,True
warring,worrying,True
wart,worst,True
was,had,True
was,had been,True
was,has,True
was,is,True
was,washed,True
was,were,True
was,would be,True
wast,vast,True
wast,was,True
wast,waste,True
wastage,waste,True
waste,wastes,True
waster,faster,True
watched,watch,True
water-supply,water supply,True
waving,waves,True
wax-gun,wax gun,True
way,where,True
way,why,True
ways,way,True
we,i,True
we,me,True
we,us,True
we,were,True
we,when,True
we'll,we,True
we'll,we'd,True
we'll,will,True
we've,we'd,True
weak,week,True
wealth,wealthy,True
wealthy-ones,wealthy ones,True
wear,were,True
wear,where,True
wear,wore,True
weather,water,True
weather,whether,True
wedding's,wedding,True
week,week's,True
week,weeks,True
week-end,weekend,True
week-ends,weekend,True
week-ends,weekends,True
weeks,week,True
weeks,week's,True
weigh,weight,True
weight,weighed,True
welcomed,welcome,True
well,good,True
well,we'll,True
well,were,True
well,while,True
well-decorated,well decorated,True
well-designed,well designed,True
went,came,True
went,go,True
went,gone,True
went,had gone,True
went,want,True
went,when,True
went,will go,True
were,are,True
were,do,True
were,had,True
were,has been,True
were,was,True
were,we,True
were,where,True
were,whereby,True
were,will,True
west,waist,True
whale,whole,True
what,that,True
what,want,True
what,which,True
what's,what,True
whats,what's,True
when,went,True
where,we're,True
where,were,True
where,when,True
where,where,True
where,which,True
whether,weather,True
which,watch,True
which,who,True
which,wish,True
which,with,True
while,why,True
whiles,whilst,True
whiskey,whisky,True
whispered,whisper,True
whit,with,True
who,how,True
who,which,True
who,whom,True
who's,who've,True
who's,whose,True
whom,who,True
why,what,True
wide,wild,True
widen,widened,True
widow,window,True
wildly,wild,True
wile,while,True
wile,wine,True
will,can,True
will,would,True
willingly,willing,True
winded,wound,True
winds,wind,True
wining,winning,True
wintry,wintery,True
wisely,unwisely,True
wish,wished,True
wishing,washing,True
wit,with,True
witch,which,True
with,without,True
withe,with,True
withing,within,True
woke,walk,True
woke,woken,True
wold,world,True
wold,would,True
wolf,wolves,True
woman,woman's,True
woman,women,True
women,woman,True
won't,didn't,True
won't,want,True
won't,wouldn't,True
wonder,wander,True
wondered,wandered,True
wonderful,wonderfully,True
wont,go,True
wont,want,True
wont,went,True
wont,won't,True
wood,wooden,True
wood,word,True
wood,would,True
wool,woollen,True
wool,wound,True
wools,wounds,True
word,world,True
words,word,True
wore,worn,True
work,wake,True
work,worked,True
work,working,True
work,works,True
worked,work,True
worker,workers,True
worker's,workers',True
working,work,True
working-class,working class,True
works,work,True
world,world's,True
worn,won,True
worried,worry,True
worried,worrying,True
worse,worst,True
worshiped,worshipped,True
worshipping,worshiping,True
worst,worse,True
worst,worth,True
worth,worse,True
would,will,True
would,world,True
would,wouldn't,True
wounder,wonder,True
wrapped,unwrapped,True
wright,right,True
wright,write,True
write,am writing,True
write,right,True
write,writing,True
write,written,True
write,wrote,True
writing,to write,True
wrongness,fault,True
wrongs,wrong,True
x-strays,x-rays,True
year,year's,True
year,years,True
year's,ears',True
years,year,True
years,year's,True
years,years',True
yeas,years,True
yeas,yes,True
yo,you,True
yore,your,True
you,you're,True
you,your,True
you'd,you'll,True
you'd,you have,True
you'll,you,True
you're,your,True
you've,you,True
younger,young,True
youngest,younger,True
your,you,True
your,you're,True
your,yours,True
your-self,yourself,True
yours,hours,True
yours,you,True
yours,your,True
yourself,oneself,True
yourself,yourselves,True
yous,yours,True
youth,youths,True
